CarParkID,latitude,longitude
J53,1.3507409504,103.7267263760
J54,1.3499265715,103.7245099480
J55,1.3486373147,103.7242908939
J56,1.3348926472,103.7393110914
J57,1.3339761173,103.7391198802
J57L,1.3344675921,103.7398580011
J6,1.3390681001,103.7388514289
J60L,1.3497546145,103.7178722795
J60M,1.3493549093,103.7179010460
J61,1.3400767801,103.6884249080
J62,1.3408897823,103.6854076396
J62M,1.3398730275,103.6865553709
J63,1.3417792629,103.6864427877
J64,1.3444733459,103.7318523599
J65,1.3427704873,103.6892958327
J66,1.3412980394,103.6911289087
J67,1.3416439886,103.6927622681
J68M,1.3420559300,103.6919224762
J69,1.3396873973,103.6936406567
J7,1.3415438730,103.7380331496
J70,1.3436870355,103.6935087345
J71,1.3462276476,103.6941744176
J72,1.3472672850,103.6977337942
J73,1.3439953860,103.6982220853
J74,1.3426645841,103.6961122934
J74M,1.3428451202,103.6968538766
J75M,1.3441944892,103.6931174015
J76M,1.3443282800,103.6945711264
J77M,1.3474454235,103.6985606191
J78M,1.3415658550,103.6951232812
J79M,1.3465010836,103.6949388063
J8,1.3404301944,103.7415740390
J80M,1.3455473430,103.7009694930
J81M,1.3495914591,103.7001773249
J82M,1.3458500077,103.6924501001
J83M,1.3502206530,103.6950644423
J84M,1.3477246831,103.6964785575
J85M,1.3499771896,103.6962348751
J86M,1.3499622724,103.6990901057
J88M,1.3416792677,103.7072061893
J89M,1.3423753451,103.7059007915
J8M,1.3406469796,103.7424265221
J9,1.3421224352,103.7420009209
J90,1.3415471371,103.7474601006
J91,1.3375372200,103.7441050520
J92,1.3375577649,103.7468563918
J93,1.3392410458,103.7451401688
J94,1.3396922644,103.7431661192
J95,1.3401003006,103.7470868836
J96,1.3415185654,103.7449583160
J97,1.3424013440,103.7459463787
J98M,1.3397788018,103.6968569758
J99M,1.3397333028,103.6960429758
JB1,1.3024018255,103.8827865842
JB2,1.3016276067,103.8829967137
JB3,1.3005250402,103.8842884132
JB4,1.3034832207,103.8831688305
JBM,1.2792629709,103.8271885788
JBM2,1.2802444113,103.8252796242
JCM,1.3152529514,103.8988560032
JCML,1.3151550770,103.8986345782
JKM,1.2872568480,103.8389731542
JKS,1.2881646235,103.8396403910
JM1,1.3450705394,103.7206503768
JM10,1.3389486785,103.6972874590
JM11,1.3417967900,103.7041489564
JM12,1.3411209711,103.6984363935
JM13,1.3394709471,103.6997449261
JM14,1.3424006744,103.6987695922
JM15,1.3408888289,103.7000824337
JM16,1.3372155637,103.7021230279
JM17,1.3353138255,103.7040861281
JM18,1.3429966285,103.6995292553
JM19,1.3519736921,103.7028211437
JM2,1.3439355404,103.7049636039
JM20,1.3353770863,103.7009564655
JM21,1.3370745668,103.6971779268
JM22,1.3447485420,103.7025917482
JM23,1.3535626885,103.7037874056
JM24,1.3352874844,103.6980598303
JM25,1.3443036801,103.7006281824
JM26,1.3455725472,103.7031337430
JM27,1.3463047674,103.7045844633
JM28,1.3353272225,103.6956878161
JM29,1.3370050642,103.6945045397
JM3,1.3445890472,103.7060668365
JM30,1.3504991264,103.7038848139
JM31,1.3420131074,103.6975823726
JM32,1.3415999343,103.7080808540
JM33,1.3356806637,103.6924424678
JM4,1.3444418939,103.7039127203
JM5,1.3394851243,103.7031426444
JM6,1.3392138574,103.7017650284
JM7,1.3424859281,103.7030064568
JM8,1.3413442508,103.7015025979
JM9,1.3386592121,103.6968178715
JMB1,1.2819348922,103.8270175473
JMB2,1.2851351443,103.8267956001
JMB3,1.2825962911,103.8255985281
JRM,1.3071670199,103.8618541750
JRTM,1.2893587270,103.8103276899
JS1L,1.3410713662,103.7059222940
JS33,1.3351492431,103.6936630420
JS3L,1.3416673655,103.6986098517
JS4L,1.3376994723,103.7216184039
JS5L,1.3392242585,103.6969979397
JSA1,1.3484178518,103.7252128810
JSR2,1.3432796317,103.7049274407
K0037,1.3102875316,103.8615550331
K0039,1.3100117176,103.8619525407
K0082,1.3060643999,103.8673152052
K0111,1.3097434367,103.8532569434
K0121,1.3065791640,103.8540518138
K10,1.3094153648,103.8844164510
K19,1.3078622926,103.8893036234
K2,1.3087364755,103.8823513067
K2T,1.3075380134,103.8835436324
K52,1.3105949571,103.8845028236
K7,1.3088945189,103.8860169104
KAM,1.2819551401,103.8432993942
KAML,1.2823301623,103.8432576378
KAS,1.2805721095,103.8427729272
KB1,1.3235736040,103.8689002922
KB10,1.3189033040,103.8635925588
KB11,1.3205826811,103.8637219958
KB12,1.3191062002,103.8615866470
KB14,1.3205577050,103.8700618769
KB17,1.3176641203,103.8629101715
KB18,1.3227033008,103.8657335142
KB20,1.3237494774,103.8664425942
KB3,1.3208280346,103.8696551242
KB4,1.3231299606,103.8706830170
KB7,1.3215857813,103.8704783639
KBM,1.3202392875,103.8691246240
KBRM,1.3137176965,103.8743163861
KE1,1.3297527797,103.9089060909
KE2,1.3325052471,103.9104142740
KE3,1.3339093229,103.9119595748
KE3M,1.3340211416,103.9114100626
KE4,1.3336670999,103.9132461064
KEM1,1.3089166922,103.8525142617
KJ1,1.3136338339,103.8520412165
KJ2,1.3132506545,103.8506799460
KJ3,1.3144266159,103.8499305947
KJ4,1.3165869079,103.8514701852
KJM1,1.3160936666,103.8487958989
KJM2,1.3116793445,103.8520472115
KJML,1.3122208822,103.8516064394
KLM,1.3062670009,103.8568008193
KM1,1.3101121410,103.8839461416
KM2,1.3087708200,103.8877370562
KM3,1.3085177634,103.8829283974
KM4,1.3084925526,103.8853628088
KM5,1.3099969543,103.8855490918
KM6,1.3094690290,103.8881148549
KM6L,1.3106250195,103.8878479779
KPRM,1.3168249422,103.8599709145
KRM,1.3113925840,103.8733419709
KTM,1.2830693827,103.8286510202
KTM2,1.2834464796,103.8274761660
KTM3,1.2806394355,103.8286480289
KTM4,1.2814814461,103.8272973128
KTM5,1.2825290974,103.8294613900
KTM6,1.2818564522,103.8292434424
KU1,1.3294953549,103.9030838108
KU2,1.3276735500,103.9043451761
KU3,1.3264214380,103.9024515588
KU4,1.3255547221,103.9000513590
KU9,1.3299081273,103.9010898047
KUM1,1.3272180641,103.8990918421
KUM2,1.3290378029,103.8987482748
L0064,1.3138418923,103.8798420777
L0078,1.3191579616,103.9118781327
L0104,1.3902114129,103.9873209116
L0107,1.3137312535,103.8794414547
L0116,1.3129719280,103.8805159224
L0117,1.3154114086,103.8828291320
L0123,1.3132431536,103.8764659217
L0124,1.3150916783,103.8894333495
L0125,1.3150474541,103.8871418188
L1,1.3495058319,103.8753545564
LBM,1.2893340477,103.8152203314
LT1,1.3233181492,103.9115057172
LT2,1.3239081743,103.9108736946
LT3,1.3250359306,103.9104926074
M0040,1.3051668626,103.8495557473
M0059,1.3058536755,103.8475647241
M0076,1.3252001004,103.8489084155
M0078,1.2665572189,103.8203709854
M0084,1.2746496875,103.8494727710
M0088,1.3004199971,103.8030164003
M1,1.3230747812,103.8864363883
M16,1.3284561389,103.8864871167
M20,1.3275904527,103.8872655618
M25,1.3242254444,103.8881777110
M3,1.3298680866,103.8868970418
M32,1.3223128713,103.8827929695
M33,1.3232457924,103.8821726710
M35,1.3272818523,103.8859150360
M36,1.3265095625,103.8854007538
M37,1.3276774089,103.8856050736
M38,1.3271530487,103.8874766650
M4,1.3290227941,103.8876597018
MLM,1.2933650054,103.8034545211
MLM1,1.2920319700,103.8035301687
MM1,1.3304551004,103.8870636251
MM2,1.3243396876,103.8860942497
MM3,1.3262662778,103.8880185843
MM4,1.3291690567,103.8855059278
MM6,1.3243040481,103.8900961725
MM7,1.3254655032,103.8898944251
MM7L,1.3252580065,103.8888355208
MN1,1.3220294736,103.8592002299
MN2,1.3180496888,103.8563684204
MNM,1.3210421548,103.8598353822
MNRM,1.3205402151,103.8594305323
MP1,1.3048183600,103.9175221733
MP12,1.3031546711,103.9075613223
MP13,1.3016863732,103.9088509329
MP14,1.3025451758,103.9069506873
MP15,1.3026824722,103.9059786145
MP16,1.3018834339,103.9065420782
MP17,1.3066404173,103.9162677256
MP19,1.3012859111,103.9064002149
MP1M,1.3029669836,103.9099136320
MP2,1.3042246144,103.9166576503
MP2M,1.3036365210,103.9128795693
MP3M,1.3043572955,103.9153408154
MP4M,1.3039966137,103.9141971934
MP5,1.3061096469,103.9161651967
MP5M,1.3054480244,103.9124783669
MP5S,1.3046720375,103.9125692476
MP6,1.3054965796,103.9163814243
MP7,1.3055812783,103.9146887909
MR4,1.3079140432,103.8599731043
MR5,1.3081555033,103.8607917504
MR6,1.3071674063,103.8605365019
MR7,1.3075628847,103.8603921769
N0006,1.2793383110,103.8419127417
N0012,1.3060825735,103.8635558006
N0013,1.3004003577,103.8566466259
N12L,1.3690776401,103.9342550106
NBRM,1.3040036167,103.8630104400
NT1,1.3611959653,103.9362759121
NT12,1.3695448100,103.9334712912
NT13,1.3675437196,103.9341017487
NT14,1.3706364170,103.9359911700
NT15,1.3397415900,103.9371716498
NT2,1.3620583765,103.9363845117
NT3,1.3640245553,103.9363249124
NT4,1.3654317477,103.9362365227
NT5,1.3616613990,103.9399014697
NT6,1.3673373188,103.9417919873
NT6L,1.3680742272,103.9413482445
NT7,1.3660046706,103.9429821841
NT7L,1.3651149080,103.9426463942
NT8,1.3659712453,103.9401916926
NT9,1.3667088586,103.9441642861
NTL,1.3625494166,103.9360887515
P0013,1.2751330286,103.8481916185
P0048,1.2833483598,103.8405378491
P0054,1.2761995903,103.7913101614
P0075,1.3099941806,103.8627647294
P0093,1.2767043723,103.7956601694
P0094,1.2789022091,103.7856024825
P0096,1.2998087492,103.8421252739
P0106,1.2915978691,103.7681250437
P0109,1.3845964154,103.9438930717
P0111,1.3017596502,103.8608656547
P0113,1.2753574846,103.7924744182
P0117,1.2774732980,103.8452672513
P1,1.3993368546,103.9070237258
P11,1.3212042144,103.7483558580
P12,1.3205673949,103.7481940964
P13,1.3206901598,103.7504078461
P14,1.3193536178,103.7491754011
P15,1.3198348225,103.7481481766
P16,1.3198823806,103.7471648051
P17,1.3188214675,103.7473839667
P2,1.4001046189,103.9060288238
P3,1.3984568370,103.9057744587
P34L,1.4045253631,103.9074225119
P35L,1.4022418712,103.9076224922
P4,1.3972271617,103.9056228988
P40L,1.3781012290,103.9359329108
P5,1.3968775547,103.9076418963
P5L,1.3974837242,103.9077504171
P6,1.3953685695,103.9094623434
P6L,1.3955982538,103.9100857518
P7,1.3954279668,103.9064701529
P71L,1.4030316355,103.9159026136
P73L,1.4027378966,103.8919472993
P76L,1.4123215469,103.8992395946
P77L,1.4001120866,103.9192977638
P8,1.3942284462,103.9109139068
P88L,1.4174557163,103.9108725135
P89L,1.4193393130,103.9119049688
P9,1.3929239184,103.9125374583
PD8W,1.4431164400,103.7910463068
PDC4,1.3778877152,103.7387460775
PDC5,1.3915752693,103.7433702062
PDJ3,1.3347153914,103.7204150770
PDJ7,1.3489615907,103.6979100645
PDL2,1.4028669910,103.9130973070
PDP4,1.3837675231,103.7713712396
PDP5,1.3854160932,103.7660721238
PDQ5,1.2926793298,103.8109824242
PDR2,1.3669259777,103.9645501544
PDR6,1.3779111716,103.9417394363
PDR7,1.3797395060,103.9362361216
PDS1,1.3854699982,103.9018338580
PDT8,1.3553703677,103.9345107798
PDW5,1.4307681685,103.7941461022
PDW7,1.4454622849,103.7980605915
PDW8,1.4381363821,103.7951514477
PL10,1.3966475919,103.9103061940
PL11,1.3981144128,103.9086505502
PL12,1.3923706667,103.9094061273
PL13,1.3935886554,103.9103894045
PL14,1.4023968775,103.9050494501
PL15,1.3948625188,103.9125849528
PL16,1.3986088573,103.9093683259
PL17,1.3987172907,103.9163888740
PL18,1.3960928474,103.9143165150
PL19,1.3996847723,103.9101039109
PL20,1.3995558665,103.9151958930
PL21,1.3949707847,103.9154657519
PL22,1.3977398982,103.9159112480
PL23,1.3997668965,103.9036886301
PL24,1.3995519599,103.9083360433
PL25,1.3955198255,103.9117777047
PL26,1.3972838421,103.9153032314
PL27,1.3984631405,103.9030728552
PL28,1.4020092036,103.9065160423
PL29,1.4005388469,103.9132659674
PL30,1.3943539447,103.9140938417
PL31,1.4036785832,103.9061980230
PL32,1.4048472499,103.9046066662
PL33,1.4012553869,103.9098906658
PL34,1.4038622805,103.9079824732
PL35,1.4031193293,103.9072935067
PL36,1.4060197574,103.9062230564
PL37,1.4032349137,103.9096571400
PL38,1.4045992305,103.9086339376
PL39,1.4040002035,103.8979528035
PL40,1.4037210634,103.8991503314
PL41,1.4026510883,103.9019426804
PL42,1.4021264239,103.9116972566
PL43,1.4017143985,103.9030958327
PL44,1.3988565566,103.9013287532
PL45,1.3936293802,103.9145002377
PL46,1.4002594317,103.9116298415
PL47,1.4006269775,103.9009163284
PL48,1.4030051178,103.9003837665
PL49,1.3993438604,103.9003822947
PL50,1.4014192894,103.8994382176
PL51,1.4000278960,103.8986491992
PL52,1.4102137567,103.9014694072
PL53,1.4052986453,103.8981752618
PL54,1.4045062262,103.8953443211
PL55,1.4054048056,103.8968415687
PL56,1.4070699794,103.9117298620
PL57,1.4019208645,103.9146872045
PL58,1.3999148394,103.9167907327
PL59,1.4081093216,103.8987606727
PL60,1.4058229986,103.9132581035
PL61,1.4061149024,103.9088898667
PL62,1.4055339263,103.8955284320
PL65,1.4097624478,103.8997227896
PL66,1.3935832922,103.9083695310
PL67,1.4084738701,103.8975134181
PL68,1.4028497771,103.8956389998
PL69,1.4025347595,103.9176145858
PL70,1.4030007739,103.8932405177
PL71,1.4040028239,103.9157715364
PL75,1.4134499069,103.8987514290
PL77,1.4010123109,103.9195520448
PL78,1.4112200458,103.8975049163
PL79,1.3990865714,103.9212632919
PL84,1.3978246062,103.9204417309
PL85,1.4144265295,103.9003385589
PL86,1.4179543758,103.9058503389
PL87,1.4193939666,103.9061896674
PL88,1.4174921152,103.9103847245
PL89,1.4189306060,103.9109754339
PL90,1.4178182414,103.9125621976
PM10,1.3667464214,103.9624739646
PM11,1.3647932754,103.9634570184
PM12,1.3649054930,103.9650289033
PM13,1.3664735548,103.9595977417
PM14,1.3647084328,103.9601053979
PM15,1.3641601337,103.9616771103
PM16,1.3623587331,103.9627206069
PM17,1.3628388914,103.9597583334
PM18,1.3647565501,103.9568798277
PM19,1.3679567776,103.9570227385
PM2,1.3700730656,103.9610128505
PM20,1.3680416334,103.9474560317
PM21,1.3711969823,103.9494154254
PM22,1.3685624312,103.9522137422
PM23,1.3686817553,103.9495037477
PM24,1.3671851799,103.9513153190
PM25,1.3763901312,103.9456088898
PM26,1.3738675729,103.9439927402
PM27,1.3739601889,103.9465959697
PM28,1.3747001093,103.9477660061
PM29,1.3773336408,103.9433737329
PM3,1.3718003498,103.9609330017
PM30,1.3757453840,103.9421771869
PM32,1.3793067736,103.9400987243
PM33,1.3770658998,103.9399313689
PM34,1.3780006051,103.9387119702
PM35,1.3807695117,103.9386413905
PM36,1.3824165586,103.9370705498
PM37,1.3819247877,103.9360195201
PM38,1.3789475812,103.9372425416
PM4,1.3741059191,103.9614427136
PM40,1.3779476132,103.9353836656
PM41,1.3788374116,103.9340874482
PM43,1.3772363788,103.9331362545
PM44,1.3759656182,103.9332995286
PM45,1.3746019549,103.9359048939
PM46,1.3732245869,103.9383869887
PM5,1.3737703531,103.9626080128
PM6,1.3708200282,103.9634124344
PM7,1.3675576382,103.9632499216
PM8,1.3716359902,103.9602559420
PM9,1.3682919671,103.9612160616
PP1,1.3340049021,103.8692139597
PP2,1.3326801448,103.8660545141
PP3,1.3336019835,103.8658445281
PP4,1.3347329119,103.8661192373
PP5,1.3363131016,103.8632228585
PP6,1.3322837360,103.8676146508
PP9T,1.3321946783,103.8660600868
PR1,1.3673318396,103.9579998023
PR10,1.3737389561,103.9571828342
PR12,1.3687136904,103.9526829710
PR13,1.3694763858,103.9496188288
PR14,1.3666860888,103.9514926988
PR2,1.3672748025,103.9554427895
PR3,1.3710634229,103.9507156303
PR4,1.3729346461,103.9545204887
PR6,1.3693790590,103.9575940051
PR7,1.3710094121,103.9576850826
PR8,1.3712678408,103.9595744176
PRM,1.2854503678,103.8422700081
PRS1,1.3680171564,103.9603263377
Q0006,1.2999226817,103.8533632593
Q0008,1.3046789410,103.8021651248
Q16,1.2969337257,103.8037166797
Q17,1.2962063465,103.8038246033
Q19,1.2947010066,103.8032580129
Q41,1.2943452394,103.8092235523
Q65,1.3055238205,103.7987538542
Q66,1.3067047897,103.7994973473
Q67,1.3071728124,103.8005433400
Q68,1.3068774262,103.7990046715
Q70,1.3073460706,103.8005492718
Q73,1.3062533085,103.8003916655
Q75M,1.3083119293,103.7936988783
Q77M,1.3115932040,103.7920155545
Q8,1.2942064144,103.7995693396
Q80,1.3085364814,103.7927017069
Q81,1.3075367429,103.7931643204
Q84,1.3067809878,103.7966731853
Q85,1.3082345910,103.7920456704
Q86,1.2945634817,103.8038718686
Q87,1.3088789371,103.7962384095
Q88,1.2929905607,103.8005596599
Q89,1.3062461349,103.7950497953
Q94,1.3076378079,103.8005611055
Q96,1.2953471669,103.8044052501
RC1,1.3285468099,103.8515537037
RC2,1.3276877468,103.8530706342
RC3,1.3282855438,103.8545641246
RCM,1.3072102800,103.8553524405
RHM,1.2864639275,103.8185776052
RHM2,1.2870082445,103.8169073242
RHM3,1.2879157770,103.8172732482
RHM4,1.2879887722,103.8158172217
RHS,1.2882886138,103.8156163958
S0020,1.3722654677,103.8288231858
S0049,1.3148874577,103.8585875714
S0055,1.3627998667,103.8663258783
S0106,1.3566926858,103.8360631780
S0108,1.3186024747,103.8506779855
S0112,1.2680395173,103.8175959821
S0150,1.3024545607,103.8605881958
S0166,1.4536994108,103.8331434218
S0171,1.2756889219,103.8350591497
S100,1.3968683411,103.8817150322
S102,1.3892739738,103.9076001142
S103,1.3963388421,103.8952872245
S104,1.3902443442,103.8930517873
S105,1.3897226991,103.8944574348
S106,1.3814023960,103.8900791730
S107,1.3991578704,103.8897047395
S108,1.3980764550,103.8969495307
S109,1.3915719868,103.8798987349
S110,1.3933026077,103.8866211189
S111,1.3918147456,103.8712438790
S113,1.3931035636,103.8856565540
S114,1.3942085312,103.8696235954
S115,1.3940612066,103.8714493149
S116,1.3883249512,103.8712182076
S117,1.3903036982,103.8704524675
S118,1.3981368437,103.8763829565
S119,1.3871193185,103.9110839638
S120,1.3968220896,103.8884702486
S13L,1.3943101239,103.8870209572
S14L,1.3935681564,103.8842873366
S16L,1.3980382156,103.8768218935
S19L,1.4513660568,103.8209113968
S24L,1.4531611102,103.8237047131
S28L,1.4548200839,103.8167550427
S30L,1.3945617002,103.8948302254
S36L,1.4478377099,103.8336204990
S38L,1.4455889553,103.8328274075
S39L,1.3739074487,103.8717519151
S40L,1.4465179239,103.8297320404
SAM,1.2925635490,103.8118774507
SAM2,1.2939801138,103.8109804100
SB1,1.4464802870,103.8220572791
SB10,1.4524959875,103.8153929461
SB11,1.4517759782,103.8166619481
SB12,1.4531650656,103.8190629261
SB13,1.4543523817,103.8164254898
SB15,1.4489271806,103.8166936267
SB16,1.4482824208,103.8173103678
SB17,1.4509081142,103.8236899541
SB18,1.4489311212,103.8137014429
SB19,1.4515916428,103.8213576664
SB2,1.4464483348,103.8205027333
SB20,1.4502717326,103.8225080185
SB21,1.4517812856,103.8142356398
SB22,1.4511675572,103.8202882923
SB23,1.4500353807,103.8183892429
SB24,1.4524169122,103.8235313849
SB25,1.4501900594,103.8247869649
SB26,1.4564650181,103.8152239530
SB27,1.4566224165,103.8173964717
SB28,1.4548633393,103.8156384095
SB29,1.4530310352,103.8200839080
SB3,1.4449556775,103.8187726185
SB30,1.4554680859,103.8135397763
SB31,1.4555266791,103.8145231892
SB32,1.4503668723,103.8263138648
SB33,1.4512138979,103.8274328683
SB34,1.4546450335,103.8135215967
SB35,1.4457165695,103.8316017745
SB36,1.4474343157,103.8339823275
SB37,1.4491498240,103.8327386636
SB38,1.4446430469,103.8326927329
SB39,1.4477832787,103.8322053097
SB4,1.4440797074,103.8212731647
SB40,1.4460719694,103.8287032407
SB41,1.4461829831,103.8137525951
SB42,1.4443661658,103.8162581405
SB43,1.4450726705,103.8299243285
SB44,1.4518274121,103.8320893943
SB45,1.4433848776,103.8307589124
SB46,1.4459880599,103.8343565479
SB47,1.4485951270,103.8297476826
SB48,1.4408072538,103.8285584298
SB49,1.4444940787,103.8285148149
SB5,1.4461198447,103.8181970015
SB6,1.4453412009,103.8225551339
SB7,1.4466286839,103.8150066078
SB8,1.4471119774,103.8172263479
SB9,1.4476704342,103.8154883606
SD1,1.3165726780,103.8770832732
SD11,1.3163856904,103.8794487663
SD2,1.3169224596,103.8783648643
SD3,1.3173299645,103.8792476170
SD4,1.3165783476,103.8802418082
SD5,1.3177689205,103.8799148837
SD9,1.3117614700,103.8734959350
SDM,1.3124602116,103.8744514086
SDM2,1.3161327950,103.8784550610
SE11,1.3702260011,103.8734193962
SE12,1.3578438575,103.8730890627
SE13,1.3565716827,103.8703301888
SE14,1.3545522237,103.8699887081
SE15,1.3528949262,103.8694100754
SE16,1.3526188901,103.8677199321
SE17,1.3517144410,103.8677094403
SE18,1.3501974829,103.8704640589
SE19,1.3547449134,103.8736912310
SE20,1.3515775677,103.8720987967
SE21,1.3534361812,103.8720160865
SE22,1.3541567316,103.8721288273
SE23,1.3540499068,103.8708389302
SE24,1.3527643971,103.8714941926
SE25,1.3463102491,103.8727233915
SE26,1.3489617112,103.8741398165
SE27,1.3483947532,103.8762489105
SE28,1.3481957062,103.8736232572
SE29,1.3499026871,103.8757992853
SE31,1.3715119709,103.8736719070
SE32,1.3722848009,103.8722967378
SE33,1.3741617383,103.8726078285
SE34,1.3740981072,103.8746333286
SE35,1.3730991180,103.8762529602
SE37,1.3715875511,103.8748889675
SE38,1.3739532452,103.8757152783
SE39,1.3735036718,103.8717029033
SE40,1.3725409566,103.8700229570
SE41,1.3740476541,103.8702120403
SE42,1.3708797396,103.8751046985
SE43,1.3704946268,103.8756824052
SE4S,1.3669872867,103.8732795520
SE50,1.3539013435,103.8686103708
SE51,1.3552098605,103.8723824684
SE52,1.3568895319,103.8716334117
SE53,1.3693911561,103.8750712109
SE5L,1.3694026719,103.8753455598
SE9,1.3684173421,103.8744598639
SG1,1.3232280336,103.8610063217
SG2,1.3241162396,103.8622120609
SG3,1.3251470003,103.8621766860
SG4,1.3233078537,103.8631035943
SGLM,1.3226623839,103.8602290329
SGTM,1.3220346880,103.8628371034
SH1,1.3507449262,103.8382975892
SH2,1.3519652626,103.8369688037
SI1,1.3411094379,103.9513178564
SI10,1.3455699791,103.9571232205
SI11,1.3451725698,103.9592649063
SI12,1.3458702648,103.9589284100
SI13,1.3419793600,103.9571114151
SI2,1.3440114711,103.9519156244
SI4,1.3448566047,103.9522749307
SI6,1.3469018246,103.9556254307
SI7,1.3474296843,103.9562922030
SI8,1.3472093068,103.9571221009
SI9,1.3457753475,103.9554394618
SIM1,1.3431645424,103.9504537994
SIM2,1.3461064601,103.9539196752
SIM3,1.3453701773,103.9581662598
SIM4,1.3435931830,103.9535463840
SIM5,1.3425272904,103.9522804807
SIM6,1.3429664552,103.9589437204
SK1,1.3884172597,103.9041674700
SK10,1.3902640175,103.8982360372
SK11,1.3884031811,103.8994634835
SK12,1.3832014796,103.9006580393
SK13,1.3881741101,103.9007435939
SK14,1.3898150362,103.9053373207
SK15,1.3936038427,103.8995341802
SK16,1.3837297041,103.9009037659
SK17,1.3928213907,103.8987068175
SK18,1.3946789699,103.9045509852
SK19,1.3947732529,103.9024281570
SK2,1.3902834068,103.9001141454
SK20,1.3940951516,103.9038709996
SK21,1.3828302395,103.9031088524
SK22,1.3872244484,103.9052154116
SK23,1.3862233734,103.9060946827
SK24,1.3937143837,103.9067576928
SK25,1.3929209702,103.8979557964
SK26,1.3935143423,103.8965586162
SK27,1.3848559723,103.9034401202
SK28,1.3870087192,103.8959007635
SK29,1.3880225732,103.8953899367
SK3,1.3860441807,103.8974258739
SK30,1.3937198420,103.8958412889
SK31,1.3932082235,103.9025658796
SK32,1.3876583459,103.8921643735
SK33,1.3883315022,103.8923996986
SK34,1.3966809496,103.9019708490
SK35,1.3951935711,103.8998435686
SK36,1.3888534292,103.8915411284
SK37,1.3874486506,103.8906086556
SK38,1.3947766801,103.8946894191
SK39,1.3962605919,103.8980614050
SK4,1.3821330181,103.9000620729
SK40,1.3904467559,103.8884033981
SK41,1.3887279540,103.8877761605
SK42,1.3878792046,103.8893330995
SK43,1.3964681241,103.8971816571
SK44,1.3894943709,103.8863803037
SK45,1.3976005196,103.8987381796
SK46,1.3921991957,103.8851113818
SK47,1.3903581193,103.8851823239
SK48,1.3902040655,103.8915078018
SK49,1.3905130202,103.8904557627
SK5,1.3876784878,103.9027450699
SK50,1.3932748493,103.8925612323
SK51,1.3936125125,103.8914760568
SK52,1.3926975290,103.8899976822
SK53,1.3925584790,103.8873740409
SK54,1.3920550439,103.9083126809
SK55,1.3871444368,103.9077694419
SK58,1.3894447199,103.8782120283
SK59,1.3954336679,103.8958421977
SK6,1.3894673245,103.9009373638
SK60,1.3877595832,103.8732599675
SK61,1.3881775375,103.8748370652
SK62,1.3888827807,103.8767194791
SK63,1.3840466101,103.8979773198
SK64,1.3843909869,103.8957422409
SK65,1.3836471836,103.8970058794
SK66,1.3916668415,103.9069384826
SK67,1.3819478982,103.8970957670
SK68,1.3830653872,103.8942424310
SK69,1.3925062248,103.8763340434
SK7,1.3890692026,103.8979911872
SK70,1.3842957031,103.8947422122
SK71,1.3820774690,103.8941882452
SK72,1.3851413505,103.8938881855
SK73,1.3861118971,103.8942446717
SK74,1.3921683906,103.8775962148
SK75,1.3916101019,103.8751109821
SK76,1.3853276739,103.9001085530
SK77,1.3903156800,103.8765327539
SK78,1.3916838991,103.8740702868
SK79,1.3861347543,103.9000397923
SK8,1.3898333736,103.9021881488
SK80,1.3939219929,103.8765260190
SK81,1.3920275267,103.8732757571
SK82,1.3908424987,103.9090187843
SK83,1.3941894073,103.8734051179
SK84,1.3898977159,103.9100470760
SK85,1.3942402489,103.8781372628
SK86,1.3943812008,103.8771599554
SK87,1.3931520218,103.8731219968
SK88,1.3940211031,103.8741039347
SK89,1.3948696733,103.8885479824
SK9,1.3908141653,103.9059217552
SK90,1.3948524363,103.8923578684
SK91,1.3855235976,103.8914954354
SK92,1.3861697182,103.8929152021
SK93,1.3939518722,103.8753818192
SK94,1.3963498474,103.8893370608
SK95,1.3979703351,103.8898571805
SK96,1.3929133696,103.8782509358
SK97,1.3928604331,103.8862411585
SK98,1.3896489828,103.8800827771
SK99,1.3970913852,103.8785554864
SLS,1.2816757993,103.8429770073
SM1,1.3579180845,103.8393281951
SM3,1.3547051408,103.8390665979
SM9,1.3554953117,103.8368427438
SMM,1.2933224327,103.8075822257
SPM,1.2739258167,103.8356316192
SPS,1.2750954613,103.8361730863
SS1L,1.3990531773,103.8892294731
STAM,1.2928501910,103.8099398413
STM1,1.2902642775,103.8031927142
STM2,1.2898290996,103.8037023747
STM3,1.2898270513,103.8033264960
T0017,1.2869316650,103.8246408983
T0103,1.3128601116,103.9008128368
T0129,1.3168901824,103.8952293157
T0140,1.3068395613,103.8960810978
T1,1.3475709577,103.9469425868
T11,1.3508262061,103.9433169851
T12,1.3510860100,103.9457646070
T13,1.3490239874,103.9457387353
T15,1.3532075642,103.9527615788
T16,1.3525500507,103.9523120545
T17,1.3519836464,103.9532687149
T18,1.3531859031,103.9539393897
T19,1.3545340856,103.9533458847
T20,1.3562145095,103.9473602779
T24,1.3544353264,103.9472789790
T25,1.3526707593,103.9471079748
T26,1.3522209278,103.9490982058
T27,1.3530053637,103.9481913268
T28,1.3542292340,103.9493984066
T29,1.3540288869,103.9509670628
T3,1.3466407022,103.9474421943
T30,1.3510639815,103.9494155841
T31,1.3511235364,103.9479787069
T32,1.3489435958,103.9504465065
T34,1.3489116275,103.9526857911
T35,1.3488833307,103.9542376740
